"模板ID","模板名称","模板分类","导线序号","起点实例ID","起点实例显示名称","起点DefinitionName","起点terminalId","起点端子显示标签","终点实例ID","终点实例显示名称","终点DefinitionName","终点terminalId","终点端子显示标签","导线颜色","导线样式","是否为手动折线","路径点数量","所属回路类型","接线说明","数据来源"
"motor_forward_reverse_double_interlock","按钮和接触器双重联锁正反转控制电路","工业电路","W-032","km_forward","交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）","Contactor_KM_380V","14","14","reverse_button_1","复合按钮SB(红) [reverse_button_1]（根据实例 ID 推导）","Button_Compound_SB","11","11","#B91C1C","Orthogonal","是","6","主回路或供电端（推导）","交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）.14 → 复合按钮SB(红) [reverse_button_1]（根据实例 ID 推导）.11","模板 JSON：Blueprints/Templates/motor_forward_reverse_double_interlock_template"
"motor_forward_reverse_double_interlock","按钮和接触器双重联锁正反转控制电路","工业电路","W-033","stop_1","停止按钮(NC) [stop_1]（根据实例 ID 推导）","Button_Stop_NC","12","12","km_reverse","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）","Contactor_KM_380V","13","13","#2563EB","Orthogonal","是","6","主回路或供电端（推导）","停止按钮(NC) [stop_1]（根据实例 ID 推导）.12 → 交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）.13","模板 JSON：Blueprints/Templates/motor_forward_reverse_double_interlock_template"
"motor_forward_reverse_double_interlock","按钮和接触器双重联锁正反转控制电路","工业电路","W-034","km_reverse","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）","Contactor_KM_380V","14","14","forward_button_1","复合按钮SB(绿) [forward_button_1]（根据实例 ID 推导）","Button_Compound_Green_SB","11","11","#2563EB","Orthogonal","是","6","主回路或供电端（推导）","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）.14 → 复合按钮SB(绿) [forward_button_1]（根据实例 ID 推导）.11","模板 JSON：Blueprints/Templates/motor_forward_reverse_double_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-001","power_3p_1","三相交流电源 [power_3p_1]（根据实例 ID 推导）","AC_ThreePhase_Power","L1","L1","breaker_3p_1","空气开关3P [breaker_3p_1]（根据实例 ID 推导）","Breaker_3P","P1_IN","进1","#F2C71F","Orthogonal","是","6","主回路或供电端（推导）","三相交流电源 [power_3p_1]（根据实例 ID 推导）.L1 → 空气开关3P [breaker_3p_1]（根据实例 ID 推导）.进1","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-002","power_3p_1","三相交流电源 [power_3p_1]（根据实例 ID 推导）","AC_ThreePhase_Power","L2","L2","breaker_3p_1","空气开关3P [breaker_3p_1]（根据实例 ID 推导）","Breaker_3P","P2_IN","进2","#14A640","Orthogonal","是","6","主回路（推导）","三相交流电源 [power_3p_1]（根据实例 ID 推导）.L2 → 空气开关3P [breaker_3p_1]（根据实例 ID 推导）.进2","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-003","power_3p_1","三相交流电源 [power_3p_1]（根据实例 ID 推导）","AC_ThreePhase_Power","L3","L3","breaker_3p_1","空气开关3P [breaker_3p_1]（根据实例 ID 推导）","Breaker_3P","P3_IN","进3","#F21F1F","Orthogonal","是","6","主回路或供电端（推导）","三相交流电源 [power_3p_1]（根据实例 ID 推导）.L3 → 空气开关3P [breaker_3p_1]（根据实例 ID 推导）.进3","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-004","breaker_3p_1","空气开关3P [breaker_3p_1]（根据实例 ID 推导）","Breaker_3P","P1_OUT","出1","fuse_3p_1","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）","Fuse_3P","L1_IN","L1","#F2C71F","Orthogonal","否","0","主回路或供电端（推导）","空气开关3P [breaker_3p_1]（根据实例 ID 推导）.出1 → 熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）.L1","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-005","breaker_3p_1","空气开关3P [breaker_3p_1]（根据实例 ID 推导）","Breaker_3P","P2_OUT","出2","fuse_3p_1","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）","Fuse_3P","L2_IN","L2","#1A59F2","Orthogonal","否","0","主回路（推导）","空气开关3P [breaker_3p_1]（根据实例 ID 推导）.出2 → 熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）.L2","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-006","breaker_3p_1","空气开关3P [breaker_3p_1]（根据实例 ID 推导）","Breaker_3P","P3_OUT","出3","fuse_3p_1","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）","Fuse_3P","L3_IN","L3","#F2C71F","Orthogonal","否","0","主回路或供电端（推导）","空气开关3P [breaker_3p_1]（根据实例 ID 推导）.出3 → 熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）.L3","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-007","fuse_3p_1","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）","Fuse_3P","L1_OUT","T1","km_forward","交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）","Contactor_KM_380V","L1","1/L1","#F2C71F","Orthogonal","是","6","主回路或供电端（推导）","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）.T1 → 交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）.1/L1","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-008","fuse_3p_1","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）","Fuse_3P","L2_OUT","T2","km_forward","交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）","Contactor_KM_380V","L2","3/L2","#14A640","Orthogonal","是","6","主回路或供电端（推导）","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）.T2 → 交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）.3/L2","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-009","fuse_3p_1","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）","Fuse_3P","L3_OUT","T3","km_forward","交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）","Contactor_KM_380V","L3","5/L3","#F21F1F","Orthogonal","是","6","主回路或供电端（推导）","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）.T3 → 交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）.5/L3","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-010","fuse_3p_1","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）","Fuse_3P","L1_OUT","T1","km_reverse","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）","Contactor_KM_380V","L1","1/L1","#F2C71F","Orthogonal","是","6","主回路或供电端（推导）","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）.T1 → 交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）.1/L1","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-011","fuse_3p_1","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）","Fuse_3P","L2_OUT","T2","km_reverse","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）","Contactor_KM_380V","L2","3/L2","#14A640","Orthogonal","是","6","主回路或供电端（推导）","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）.T2 → 交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）.3/L2","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-012","fuse_3p_1","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）","Fuse_3P","L3_OUT","T3","km_reverse","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）","Contactor_KM_380V","L3","5/L3","#F21F1F","Orthogonal","是","6","主回路或供电端（推导）","熔断器3P(FU) [fuse_3p_1]（根据实例 ID 推导）.T3 → 交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）.5/L3","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-013","km_forward","交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）","Contactor_KM_380V","T1","2/T1","motor_1","三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）","Motor_ThreePhase_380V","U","U","#F2C71F","Orthogonal","是","6","主回路或供电端（推导）","交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）.2/T1 → 三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）.U","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-014","km_forward","交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）","Contactor_KM_380V","T2","4/T2","motor_1","三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）","Motor_ThreePhase_380V","V","V","#14A640","Orthogonal","是","6","主回路或供电端（推导）","交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）.4/T2 → 三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）.V","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-015","km_forward","交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）","Contactor_KM_380V","T3","6/T3","motor_1","三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）","Motor_ThreePhase_380V","W","W","#F21F1F","Orthogonal","是","6","主回路或供电端（推导）","交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）.6/T3 → 三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）.W","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-016","km_reverse","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）","Contactor_KM_380V","T1","2/T1","motor_1","三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）","Motor_ThreePhase_380V","W","W","#F2C71F","Orthogonal","是","6","主回路或供电端（推导）","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）.2/T1 → 三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）.W","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-017","km_reverse","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）","Contactor_KM_380V","T2","4/T2","motor_1","三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）","Motor_ThreePhase_380V","V","V","#14A640","Orthogonal","是","6","主回路或供电端（推导）","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）.4/T2 → 三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）.V","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-018","km_reverse","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）","Contactor_KM_380V","T3","6/T3","motor_1","三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）","Motor_ThreePhase_380V","U","U","#F2C71F","Orthogonal","是","6","主回路或供电端（推导）","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）.6/T3 → 三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）.U","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-019","power_3p_1","三相交流电源 [power_3p_1]（根据实例 ID 推导）","AC_ThreePhase_Power","PE","PE","motor_1","三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）","Motor_ThreePhase_380V","PE","PE","#14A640","Orthogonal","是","6","测量端子（推导）","三相交流电源 [power_3p_1]（根据实例 ID 推导）.PE → 三相异步电动机 (380V) [motor_1]（根据实例 ID 推导）.PE","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-020","power_3p_1","三相交流电源 [power_3p_1]（根据实例 ID 推导）","AC_ThreePhase_Power","L1","L1","stop_1","停止按钮(NC) [stop_1]（根据实例 ID 推导）","Button_Stop_NC","11","11","#B91C1C","Orthogonal","是","6","主回路或供电端（推导）","三相交流电源 [power_3p_1]（根据实例 ID 推导）.L1 → 停止按钮(NC) [stop_1]（根据实例 ID 推导）.11","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-021","stop_1","停止按钮(NC) [stop_1]（根据实例 ID 推导）","Button_Stop_NC","12","12","forward_button_1","启动按钮(NO) [forward_button_1]（根据实例 ID 推导）","Button_Start_NO","23","23","#B91C1C","Orthogonal","否","0","主回路或供电端（推导）","停止按钮(NC) [stop_1]（根据实例 ID 推导）.12 → 启动按钮(NO) [forward_button_1]（根据实例 ID 推导）.23","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-022","stop_1","停止按钮(NC) [stop_1]（根据实例 ID 推导）","Button_Stop_NC","12","12","reverse_button_1","启动按钮(NO) [reverse_button_1]（根据实例 ID 推导）","Button_Start_NO","23","23","#2563EB","Orthogonal","否","0","主回路或供电端（推导）","停止按钮(NC) [stop_1]（根据实例 ID 推导）.12 → 启动按钮(NO) [reverse_button_1]（根据实例 ID 推导）.23","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-023","forward_button_1","启动按钮(NO) [forward_button_1]（根据实例 ID 推导）","Button_Start_NO","24","24","km_reverse","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）","Contactor_KM_380V","21","21","#B91C1C","Orthogonal","否","0","主回路或供电端（推导）","启动按钮(NO) [forward_button_1]（根据实例 ID 推导）.24 → 交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）.21","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
"motor_forward_reverse_interlock","电气互锁正反转控制电路","工业电路","W-024","km_reverse","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）","Contactor_KM_380V","22","22","km_forward","交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）","Contactor_KM_380V","A1","A1","#B91C1C","Orthogonal","否","0","控制回路（推导）","交流接触器(KM) (380V) [km_reverse]（根据实例 ID 推导）.22 → 交流接触器(KM) (380V) [km_forward]（根据实例 ID 推导）.A1","模板 JSON：Blueprints/Templates/motor_forward_reverse_interlock_template"
